,Submission ID,What is your age?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,How do you brew coffee at home?,"On the go, where do you typically purchase coffee?",What is your favorite coffee drink?,Do you usually add anything to your coffee?,What kind of dairy do you add?,What kind of sugar or sweetener do you add?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Education Level,Ethnicity/Race,Employment Status,Number of Children,Political Affiliation
3162,LdEAEv,25-34 years old,1,At home,"Pour over, French press, Cold brew, Other",Don't purchase on the go,Other,No - just black,Don't add diary,Don't add swetener,Bright,Very strong,Light,Full caffeine,7.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$60-$80,"It tastes good, I need the caffeine",Yes,Yes,$4-$6,$8-$10,No,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3164,EPBjLB,25-34 years old,Less than 1,At home,"French press, Cold brew",Don't purchase on the go,Cold brew,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",Half and half,"Granulated Sugar, Raw Sugar (Turbinado)",Sweet,Medium,Medium,Full caffeine,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,1.0,5.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$40-$60,"I need the caffeine, It tastes good",Yes,Yes,$8-$10,$15-$20,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3165,xd0kZv,35-44 years old,2,"At a cafe, At home","Coffee brewing machine (e.g. Mr. Coffee), Pod/capsule machine (e.g. Keurig/Nespresso), Espresso, Cold brew",Don't purchase on the go,Latte,"Milk, dairy alternative, or coffee creamer, Flavor syrup, Sugar or sweetener",Skim milk,"Artificial Sweeteners (e.g., Splenda)",Caramalized,Somewhat strong,Medium,Full caffeine,4.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, Other",Yes,No,$10-$15,$10-$15,Yes,$50-$100,Yes,Non-binary,High school graduate,White/Caucasian,Employed full-time,0,Democrat
3166,421WvY,25-34 years old,1,At home,"Pour over, Other",Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Juicy,Somewhat strong,Light,Full caffeine,8.0,1.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3167,J2VaJR,55-64 years old,2,At home,"Espresso, Pour over",Don't purchase on the go,Espresso,No - just black,Don't add diary,Don't add swetener,Chocolatey,Medium,Medium,Decaf,7.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$40-$60,It tastes good,Yes,Yes,$6-$8,$8-$10,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,3,
3168,xd0kly,25-34 years old,2,"At home, At the office, At a cafe","Pour over, French press, Instant coffee, Cold brew",Don't purchase on the go,Regular drip coffee,"No - just black, Milk, dairy alternative, or coffee creamer","Oat milk, Coffee creamer",Don't add swetener,Full Bodied,Somewhat strong,Dark,Full caffeine,3.0,3.0,3.0,3.0,3.0,2.0,5.0,1.0,3.0,3.0,1.0,5.0,2.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Some college or associate's degree,White/Caucasian,Employed full-time,0,Independent
3169,aBjb9E,18-24 years old,3,"At the office, At home","Pour over, French press, Other, Espresso",Don't purchase on the go,Americano,No - just black,Don't add diary,Don't add swetener,Full Bodied,Somewhat strong,Light,Full caffeine,8.0,5.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,Coffee B,Coffee D,Coffee B,I primarily work in person,$40-$60,"I need the ritual, It tastes good, I need the caffeine, Other",Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,Other,Employed full-time,0,Independent
3170,24bqRp,25-34 years old,1,"At the office, At a cafe",,Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Fruity,Somewhat strong,Light,Decaf,7.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,1.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,>$100,It tastes good,Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,0,Democrat
3171,RzZXbd,35-44 years old,1,At home,Other,Don't purchase on the go,Regular drip coffee,No - just black,Don't add diary,Don't add swetener,Chocolatey,Very strong,Medium,Full caffeine,8.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,It tastes good,Yes,No,$6-$8,$6-$8,No,$500-$1000,No,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,0,Independent
3172,dYZLJV,25-34 years old,1,At home,"Pour over, Other",Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Juicy,Somewhat strong,Light,Full caffeine,7.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,3.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$6-$8,No,$300-$500,Yes,Male,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,0,No affiliation
3173,ZdG4ya,25-34 years old,1,"At home, On the go, At a cafe, At the office","French press, Coffee brewing machine (e.g. Mr. Coffee), Cold brew","Specialty coffee shop, Local cafe",Iced coffee,"Milk, dairy alternative, or coffee creamer",Half and half,Don't add swetener,Caramalized,Medium,Medium,Half caff,1.0,3.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,<$20,"It tastes good, I need the ritual, It makes me go to the bathroom, I need the caffeine",Yes,No,$6-$8,$4-$6,No,$50-$100,Yes,Female,Bachelor's degree,White/Caucasian,Employed part-time,0,Democrat
3174,RzZX9K,25-34 years old,2,At the office,,Don't purchase on the go,Espresso,No - just black,Don't add diary,Don't add swetener,Caramalized,Very strong,Dark,Full caffeine,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,No,$8-$10,$8-$10,No,$50-$100,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,0,Republican
3175,24bqlL,55-64 years old,4,At the office,,Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Chocolatey,Somewhat strong,Medium,Full caffeine,5.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,2.0,Coffee C,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$4-$6,$4-$6,No,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,More than 3,Democrat
3176,BGLOW1,25-34 years old,1,None of these,,Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Fruity,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,Yes,$20-$50,Yes,Prefer not to say,Some college or associate's degree,White/Caucasian,Employed full-time,0,No affiliation
3177,421W6r,25-34 years old,1,"At home, At the office",Espresso,Don't purchase on the go,Cappuccino,"Milk, dairy alternative, or coffee creamer","Whole milk, Oat milk",Don't add swetener,Bright,Medium,Medium,Full caffeine,6.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,"It tastes good, I need the ritual",Yes,Yes,$6-$8,$8-$10,No,$100-$300,Yes,Male,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,0,No affiliation
3179,kY0D2o,25-34 years old,1,At home,"Pour over, French press, Espresso",Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Chocolatey,Medium,Light,Full caffeine,7.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,Coffee C,Coffee D,Coffee C,I primarily work in person,$20-$40,It tastes good,Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,Hispanic/Latino,Employed part-time,0,Democrat
3180,qbYx9g,25-34 years old,1,At home,Coffee brewing machine (e.g. Mr. Coffee),Don't purchase on the go,Regular drip coffee,No - just black,Don't add diary,Don't add swetener,Nutty,Somewhat strong,Light,Full caffeine,5.0,2.0,5.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,2.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,No,$8-$10,$8-$10,Yes,$50-$100,Yes,Female,Doctorate or professional degree,Asian/Pacific Islander,Employed full-time,0,Democrat
3182,XeOlxj,25-34 years old,1,At home,"French press, Espresso",Don't purchase on the go,Cappuccino,"Milk, dairy alternative, or coffee creamer",Whole milk,Don't add swetener,Full Bodied,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,More than $20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,0,Independent
3183,pL0jMZ,25-34 years old,2,At the office,,Don't purchase on the go,Espresso,No - just black,Don't add diary,Don't add swetener,Bright,Somewhat strong,Medium,Full caffeine,7.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$20-$40,"It tastes good, I need the ritual, I need the caffeine",Yes,Yes,$8-$10,More than $20,Yes,$300-$500,Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,0,Democrat
3184,Rz8KDl,25-34 years old,1,At home,Pour over,Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Floral,,Light,Full caffeine,5.0,2.0,5.0,3.0,4.0,1.0,4.0,4.0,,5.0,2.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,Yes,$6-$8,$8-$10,,,,,,,,0,
3185,AlWPBB,18-24 years old,2,"At home, At the office","Espresso, Pour over, Other",Don't purchase on the go,Espresso,No - just black,Don't add diary,Don't add swetener,Full Bodied,Somewhat strong,Medium,Full caffeine,6.0,1.0,5.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,5.0,Coffee B,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,
3186,blNVVL,25-34 years old,3,"At a cafe, At home",Coffee brewing machine (e.g. Mr. Coffee),Don't purchase on the go,Regular drip coffee,No - just black,Don't add diary,Don't add swetener,Full Bodied,Somewhat strong,Medium,Full caffeine,8.0,5.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,4.0,3.0,5.0,2.0,Coffee B,Coffee D,Coffee B,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$8-$10,$15-$20,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
3187,xd9xaJ,25-34 years old,2,"At the office, At home","Espresso, Pour over",Don't purchase on the go,Cortado,"Milk, dairy alternative, or coffee creamer, No - just black",Whole milk,Don't add swetener,Caramalized,Medium,Light,Full caffeine,8.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$8-$10,$8-$10,Yes,"More than $1,000",Yes,Male,Doctorate or professional degree,White/Caucasian,Employed full-time,0,Democrat
3188,5dEKdb,25-34 years old,1,"At the office, At home","Pour over, French press, Coffee extract (e.g. Cometeer)",Don't purchase on the go,Regular drip coffee,No - just black,Don't add diary,Don't add swetener,Bright,Medium,Light,Full caffeine,5.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,5.0,1.0,4.0,3.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,"I need the ritual, It makes me go to the bathroom, It tastes good, I need the caffeine",Yes,Yes,$8-$10,$6-$8,Yes,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,1,Democrat
3189,MA8KaY,35-44 years old,2,At home,"Pour over, Espresso, Cold brew",Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Juicy,Medium,Light,Full caffeine,6.0,1.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$15-$20,More than $20,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
3190,WAeGGN,35-44 years old,1,"On the go, At home, At the office, At a cafe","Pour over, French press","Local cafe, Specialty coffee shop",Pourover,"Milk, dairy alternative, or coffee creamer",Half and half,Don't add swetener,Fruity,Somewhat strong,Medium,Full caffeine,6.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,5.0,Coffee A,Coffee D,Coffee A,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, I need the ritual, It makes me go to the bathroom",Yes,Yes,More than $20,More than $20,Yes,$300-$500,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,No affiliation
3191,9d2GlK,18-24 years old,Less than 1,"At a cafe, At the office, At home","Espresso, Coffee brewing machine (e.g. Mr. Coffee)",Don't purchase on the go,Espresso,"No - just black, Milk, dairy alternative, or coffee creamer","Coffee creamer, Whole milk",Don't add swetener,Chocolatey,Somewhat strong,Medium,Full caffeine,8.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,4.0,Coffee C,Coffee D,Coffee C,I do a mix of both,$20-$40,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Republican
3192,24O8PA,18-24 years old,3,At home,"Pour over, Other",Don't purchase on the go,Pourover,No - just black,Don't add diary,Don't add swetener,Fruity,Very strong,Light,Full caffeine,7.0,1.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,Coffee A,Coffee A,Coffee A,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",Yes,Yes,$15-$20,More than $20,Yes,$500-$1000,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3194,jBGDW1,55-64 years old,3,"At home, At a cafe","Coffee brewing machine (e.g. Mr. Coffee), Pour over",Don't purchase on the go,Latte,No - just black,Don't add diary,Don't add swetener,Bright,Somewhat strong,Medium,Full caffeine,7.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,Yes,Yes,More than $20,$2-$4,Yes,$500-$1000,Yes,Male,Master's degree,White/Caucasian,Employed full-time,0,No affiliation
3195,VZoE4y,25-34 years old,3,At home,"Espresso, Pour over",Don't purchase on the go,Americano,No - just black,Don't add diary,Don't add swetener,Floral,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,5.0,5.0,Coffee C,Coffee D,Coffee D,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$4-$6,$8-$10,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,0,Democrat
3196,XeRVRg,35-44 years old,Less than 1,At a cafe,,Don't purchase on the go,Iced coffee,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",Whole milk,Granulated Sugar,Caramalized,Somewhat light,Medium,Full caffeine,2.0,3.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,3.0,3.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I do a mix of both,<$20,It tastes good,Yes,No,$6-$8,$8-$10,Yes,$50-$100,Yes,Male,Master's degree,White/Caucasian,Employed full-time,0,Independent
3197,yleZ08,35-44 years old,1,At home,"Coffee brewing machine (e.g. Mr. Coffee), French press",Don't purchase on the go,Latte,"Milk, dairy alternative, or coffee creamer",Flavored coffee creamer,Don't add swetener,Bold,Very strong,Dark,Full caffeine,1.0,2.0,1.0,4.0,3.0,1.0,5.0,4.0,3.0,3.0,3.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$20-$40,It tastes good,Yes,Yes,$8-$10,$10-$15,Yes,$20-$50,Yes,Female,Some college or associate's degree,White/Caucasian,Homemaker,1,Democrat
3198,VZoEby,25-34 years old,3,"At home, On the go, At a cafe, At the office","Pour over, Bean-to-cup machine","Specialty coffee shop, Drive-thru, Local cafe",Pourover,No - just black,Don't add diary,Don't add swetener,Juicy,Somewhat strong,Light,Full caffeine,6.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I do a mix of both,$60-$80,"It tastes good, I need the caffeine, I need the ritual",Yes,Yes,$15-$20,$15-$20,Yes,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,0,Democrat
3199,g5WjNP,25-34 years old,Less than 1,At home,"Pod/capsule machine (e.g. Keurig/Nespresso), Coffee brewing machine (e.g. Mr. Coffee)",Don't purchase on the go,Cold brew,"Milk, dairy alternative, or coffee creamer, Flavor syrup","Oat milk, Almond milk",Don't add swetener,Chocolatey,Medium,Blonde,Half caff,6.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,<$20,It tastes good,Yes,No,$6-$8,$8-$10,No,$300-$500,Yes,Male,Master's degree,White/Caucasian,Employed full-time,0,Democrat
3200,Rz8KZK,35-44 years old,1,At home,"French press, Coffee brewing machine (e.g. Mr. Coffee)",Don't purchase on the go,Cappuccino,"Milk, dairy alternative, or coffee creamer",Coffee creamer,Don't add swetener,Sweet,Somewhat strong,Dark,Full caffeine,6.0,3.0,1.0,3.0,3.0,3.0,5.0,1.0,2.0,2.0,5.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$20-$40,"It tastes good, I need the caffeine",Yes,No,$6-$8,$6-$8,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,1,Democrat
3201,Ld51Vj,25-34 years old,2,"At home, At the office",Coffee brewing machine (e.g. Mr. Coffee),Don't purchase on the go,Regular drip coffee,"No - just black, Milk, dairy alternative, or coffee creamer",Almond milk,Don't add swetener,Chocolatey,Somewhat strong,Medium,Full caffeine,4.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work in person,$40-$60,"It tastes good, I need the caffeine",Yes,Yes,$10-$15,$10-$15,Yes,$50-$100,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3202,QA82OG,35-44 years old,1,At home,Espresso,Don't purchase on the go,Latte,"Milk, dairy alternative, or coffee creamer",Whole milk,Don't add swetener,Full Bodied,Somewhat strong,Dark,Decaf,7.0,4.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,Coffee C,Coffee D,Coffee C,I primarily work from home,$20-$40,It tastes good,Yes,No,$15-$20,$15-$20,Yes,$300-$500,Yes,Female,Some college or associate's degree,White/Caucasian,Employed full-time,0,No affiliation
3203,vNqjz0,25-34 years old,2,"At home, At the office","Pour over, Espresso, Cold brew",Don't purchase on the go,Mocha,No - just black,Don't add diary,Don't add swetener,Sweet,Somewhat light,Medium,Full caffeine,6.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,Coffee C,Coffee D,Coffee D,I do a mix of both,$20-$40,"It tastes good, I need the caffeine",Yes,Yes,$4-$6,$4-$6,Yes,"More than $1,000",Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3205,J28KbJ,25-34 years old,2,"At home, At a cafe",Espresso,Don't purchase on the go,Americano,No - just black,Don't add diary,Don't add swetener,Caramalized,Somewhat strong,Medium,Full caffeine,6.0,2.0,3.0,5.0,4.0,2.0,3.0,5.0,2.0,3.0,5.0,5.0,4.0,Coffee A,Coffee A,Coffee A,I primarily work from home,$20-$40,"I need the ritual, It tastes good, I need the caffeine",Yes,No,$10-$15,$6-$8,No,$300-$500,Yes,Female,Bachelor's degree,Hispanic/Latino,Employed full-time,0,Democrat
3206,kYOaKo,25-34 years old,2,"At home, At the office, On the go",Pod/capsule machine (e.g. Keurig/Nespresso),"Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",Cortado,"Milk, dairy alternative, or coffee creamer","Half and half, Oat milk",Don't add swetener,Nutty,Somewhat strong,Medium,Full caffeine,5.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,Coffee C,Coffee A,Coffee C,I primarily work in person,$80-$100,"It tastes good, I need the caffeine, I need the ritual",Yes,No,$6-$8,$6-$8,Yes,$300-$500,Yes,Female,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3207,blNVJE,25-34 years old,2,"At home, At a cafe",Other,Don't purchase on the go,Americano,No - just black,Don't add diary,Don't add swetener,Chocolatey,Medium,Medium,Full caffeine,6.0,2.0,4.0,2.0,3.0,1.0,5.0,4.0,2.0,4.0,1.0,5.0,1.0,Coffee B,Coffee A,Coffee B,I primarily work from home,$40-$60,"I need the ritual, I need the caffeine, It tastes good",Yes,Yes,$8-$10,$8-$10,Yes,$100-$300,Yes,Male,Bachelor's degree,White/Caucasian,Employed full-time,0,Democrat
3208,1rGP7O,18-24 years old,Less than 1,"At home, On the go","Pour over, Espresso, Other","Local cafe, Specialty coffee shop",Pourover,No - just black,Don't add diary,Don't add swetener,Juicy,Medium,Light,Full caffeine,6.0,1.0,4.0,5.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,It tastes good,Yes,Yes,$8-$10,More than $20,Yes,$500-$1000,Yes,Male,Some college or associate's degree,White/Caucasian,Unemployed,0,Independent
3209,OA81vM,35-44 years old,2,"At home, At a cafe, At the office, On the go","Espresso, Bean-to-cup machine, Cold brew","Local cafe, Specialty coffee shop",Cold brew,"Milk, dairy alternative, or coffee creamer","Whole milk, Coffee creamer",Don't add swetener,Full Bodied,Very strong,Dark,Full caffeine,9.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine, It makes me go to the bathroom",Yes,Yes,$15-$20,$15-$20,Yes,"More than $1,000",Yes,Male,Some college or associate's degree,White/Caucasian,Employed full-time,0,No affiliation
